Date,AAPL,AMZN,GOOGL,META,MSFT
2015-02-23,29.767955780029297,19.006999969482422,26.683927536010742,78.60333251953125,38.25751495361328
2015-02-24,29.582185745239258,18.929500579833984,26.865976333618164,78.2145004272461,38.20553207397461
2015-02-25,28.82567596435547,19.26849937438965,27.298904418945312,79.3211669921875,38.11886978149414
2015-02-26,29.190492630004883,19.239999771118164,27.895427703857422,80.16862487792969,38.17953872680664
2015-02-27,28.751815795898438,19.007999420166016,28.062013626098633,78.73294830322266,37.9975700378418
2015-03-02,28.892820358276367,19.283000946044922,28.679983139038086,79.51060485839844,38.0235481262207
2015-03-03,28.9532527923584,19.230499267578125,28.868019104003906,79.36104583740234,37.50363540649414
2015-03-04,28.769718170166016,19.13599967956543,28.845073699951172,80.65715789794922,37.31299591064453
2015-03-05,28.292991638183594,19.39150047302246,28.999692916870117,80.96621704101562,37.3563346862793
2015-03-06,28.335512161254883,19.004499435424805,28.57424545288086,79.76982116699219,36.706417083740234
2015-03-09,28.456371307373047,18.92799949645996,28.634096145629883,79.2015380859375,37.13102340698242
2015-03-10,27.86773109436035,18.475500106811523,27.923357009887695,77.31720733642578,36.42047119140625
2015-03-11,27.359655380249023,18.318500518798828,27.715871810913086,77.33715057373047,36.37714767456055
2015-03-12,27.854291915893555,18.711999893188477,27.989192962646484,78.69306182861328,35.5452766418457
2015-03-13,27.66181182861328,18.52899932861328,27.581703186035156,77.81570434570312,35.85721969604492
2015-03-16,27.96620750427246,18.667499542236328,28.012636184692383,77.83564758300781,36.01319885253906
2015-03-17,28.433988571166992,18.59600067138672,27.811634063720703,79.12177276611328,36.13451385498047
2015-03-18,28.754047393798828,18.756999969482422,28.238079071044922,80.66712951660156,36.82773208618164
2015-03-19,28.53694725036621,18.66200065612793,28.1138858795166,82.50159454345703,36.6457633972168
2015-03-20,28.17884063720703,18.92449951171875,28.17772674560547,83.54844665527344,37.15701675415039
2015-03-23,28.47203254699707,18.75550079345703,28.19867515563965,84.17655944824219,37.139686584472656
2015-03-24,28.355648040771484,18.704500198364258,28.805673599243164,85.05390930175781,37.17435073852539
2015-03-25,27.614809036254883,18.54800033569336,28.27997398376465,82.67108154296875,35.926536560058594
2015-03-26,27.80729866027832,18.36750030517578,28.112388610839844,82.76081848144531,35.709903717041016
2015-03-27,27.585712432861328,18.527999877929688,27.80864143371582,83.0499496459961,35.50193786621094
2015-03-30,28.28403091430664,18.72949981689453,27.98769760131836,82.95024871826172,35.49327087402344
2015-03-31,27.849824905395508,18.604999542236328,27.666492462158203,81.97319030761719,35.233314514160156
2015-04-01,27.80953598022461,18.51300048828125,27.40663719177246,81.42484283447266,35.285301208496094
2015-04-02,28.049026489257812,18.612499237060547,26.998645782470703,81.3151626586914,34.91270065307617
2015-04-06,28.503372192382812,18.851999282836914,27.130321502685547,82.1925277709961,36.00452423095703
2015-04-07,28.203458786010742,18.720500946044922,27.175708770751953,82.07288360595703,35.9871940612793
2015-04-08,28.111696243286133,19.059999465942383,27.374216079711914,82.03299713134766,35.89188003540039
2015-04-09,28.326557159423828,19.177000045776367,27.333316802978516,81.92333984375,35.943870544433594
2015-04-10,28.44742202758789,19.13249969482422,27.3592529296875,81.79373168945312,36.15184783935547
2015-04-13,28.39146614074707,19.118000030517578,27.364240646362305,82.76081848144531,36.186500549316406
2015-04-14,28.26836395263672,19.25550079345703,26.92233657836914,83.269287109375,36.091182708740234
2015-04-15,28.37579917907715,19.172500610351562,26.985179901123047,82.46172332763672,36.61977005004883
2015-04-16,28.239267349243164,19.302000045776367,27.108875274658203,82.06291961669922,36.533119201660156
2015-04-17,27.921445846557617,18.777999877929688,26.571205139160156,80.53751373291016,36.065185546875
2015-04-20,28.559326171875,19.475500106811523,27.159250259399414,82.84056854248047,37.18301010131836
2015-04-21,28.404890060424805,19.55900001525879,27.078947067260742,83.36898803710938,36.94905090332031
2015-04-22,28.78761863708496,19.489999771118164,27.39117431640625,84.3759536743164,37.25233840942383
2015-04-23,29.022634506225586,19.499500274658203,27.80415153503418,82.1626205444336,37.55562210083008
2015-04-24,29.159168243408203,22.2549991607666,28.612152099609375,81.2852554321289,41.481021881103516
2015-04-27,29.689607620239258,21.92799949645996,28.236083984375,81.66412353515625,41.61967086791992
2015-04-28,29.221839904785156,21.465499877929688,28.1487979888916,80.43780517578125,42.59885787963867
2015-04-29,28.79210090637207,21.4685001373291,28.000167846679688,80.22844696044922,42.5121955871582
2015-04-30,28.010971069335938,21.089000701904297,27.370723724365234,78.5335464477539,42.148258209228516
2015-05-01,28.86149024963379,21.14349937438965,27.489931106567383,78.75287628173828,42.165584564208984
2015-05-04,28.805530548095703,21.152000427246094,27.57372283935547,78.57342529296875,41.80165481567383
2015-05-05,28.156452178955078,21.059499740600586,27.084932327270508,77.3271713256836,41.24706268310547
2015-05-06,27.979637145996094,20.954999923706055,26.687915802001953,77.86556243896484,40.10324478149414
2015-05-07,28.15269660949707,21.3439998626709,27.03505516052246,78.19456481933594,40.467185974121094
2015-05-08,28.68311882019043,21.684499740600586,27.379703521728516,78.27433013916016,41.37704849243164
2015-05-11,28.390933990478516,21.642499923706055,27.221593856811523,77.77582550048828,41.047760009765625
2015-05-12,28.289796829223633,21.551000595092773,26.869966506958008,77.22747802734375,41.03042984008789
2015-05-13,28.32126808166504,21.3435001373291,26.907873153686523,78.20453643798828,41.273067474365234
2015-05-14,28.982044219970703,21.61400032043457,27.39217185974121,81.12574768066406,42.217586517333984
2015-05-15,28.941585540771484,21.299999237060547,27.25700569152832,80.17859649658203,41.853641510009766
2015-05-18,29.260740280151367,21.261999130249023,27.26598358154297,80.63720703125,41.60234069824219
2015-05-19,29.233768463134766,21.085500717163086,27.396163940429688,80.3879623413086,41.497676849365234
2015-05-20,29.23151206970215,21.19300079345703,27.557262420654297,80.30821228027344,41.497676849365234
2015-05-21,29.53044319152832,21.581499099731445,27.771732330322266,80.23841094970703,41.358131408691406
2015-05-22,29.788908004760742,21.381500244140625,27.657514572143555,80.29823303222656,40.90461349487305
2015-05-26,29.132627487182617,21.273500442504883,27.291921615600586,79.09186553955078,40.63423538208008
2015-05-27,29.676532745361328,21.570999145507812,27.6440486907959,80.30821228027344,41.523834228515625
2015-05-28,29.618099212646484,21.328500747680664,27.64055633544922,79.90940856933594,41.38429641723633
2015-05-29,29.280960083007812,21.46150016784668,27.198652267456055,78.95227813720703,40.869728088378906
2015-06-01,29.339401245117188,21.54599952697754,27.392671585083008,80.04898834228516,41.192420959472656
2015-06-02,29.209043502807617,21.54949951171875,27.629085540771484,80.19853210449219,40.92204284667969
2015-06-03,29.244998931884766,21.829500198364258,27.695920944213867,82.1925277709961,40.86100387573242
2015-06-04,29.074190139770508,21.538999557495117,27.51636505126953,81.80369567871094,40.43363571166992
2015-06-05,28.914613723754883,21.34749984741211,27.408632278442383,81.8934326171875,40.241764068603516
2015-06-08,28.723575592041016,21.174999237060547,27.10687828063965,80.42784118652344,39.88417053222656
2015-06-09,28.638166427612305,21.27400016784668,27.04104232788086,80.42784118652344,39.81440734863281
2015-06-10,28.966306686401367,21.53849983215332,27.561752319335938,81.91336822509766,40.65168380737305
2015-06-11,28.9011287689209,21.648500442504883,27.43406867980957,81.58436584472656,40.50341033935547
2015-06-12,28.581981658935547,21.496000289916992,27.305885314941406,81.2852554321289,40.09348678588867
2015-06-15,28.525785446166992,21.183500289916992,27.08293914794922,80.46772003173828,39.666133880615234
2015-06-16,28.678621292114258,21.363000869750977,27.17620849609375,80.8166732788086,39.97140121459961
2015-06-17,28.611196517944336,21.390499114990234,27.262495040893555,81.54447937011719,40.09348678588867
2015-06-18,28.741552352905273,21.969499588012695,27.740310668945312,82.66112518310547,40.74761962890625
2015-06-19,28.453866958618164,21.746000289916992,27.807144165039062,82.26232147216797,40.206871032714844
2015-06-22,28.680870056152344,21.81450080871582,27.91487693786621,84.4856185913086,40.32025146484375
2015-06-23,28.550508499145508,22.29949951171875,28.09992027282715,87.61619567871094,40.041168212890625
2015-06-24,28.793245315551758,22.04199981689453,27.859514236450195,88.59325408935547,39.8056755065918
2015-06-25,28.656147003173828,22.0049991607666,27.828590393066406,87.71589660644531,39.81440734863281
2015-06-26,28.48758316040039,21.905000686645508,27.58469581604004,87.74581146240234,39.47426223754883
2015-06-29,27.98863410949707,21.493000030517578,26.99565315246582,85.54244995117188,38.69802474975586
2015-06-30,28.1909122467041,21.704500198364258,26.935304641723633,85.51252746582031,38.50614929199219
2015-07-01,28.453866958618164,21.86949920654297,27.097902297973633,86.64911651611328,38.76780700683594
2015-07-02,28.41790771484375,21.885499954223633,27.299402236938477,87.02796936035156,38.72419357299805
2015-07-06,28.319013595581055,21.802000045776367,27.21361541748047,87.28719329833984,38.71546936035156
2015-07-07,28.249338150024414,21.836000442504883,27.433568954467773,86.95818328857422,38.636966705322266
2015-07-08,27.548112869262695,21.485000610351562,27.018098831176758,85.39289093017578,38.58465576171875
2015-07-09,26.98622703552246,21.719499588012695,27.165233612060547,85.62220001220703,38.828853607177734
2015-07-10,27.707687377929688,22.175500869750977,27.736818313598633,87.68598175048828,38.907344818115234
2015-07-13,28.24260139465332,22.778499603271484,28.51589012145996,89.82953643798828,39.718467712402344
2015-07-14,28.231367111206055,23.278499603271484,29.136852264404297,89.4107894897461,39.788238525390625
2015-07-15,28.503311157226562,23.059499740600586,29.125879287719727,89.49055480957031,39.910343170166016
2015-07-16,28.883146286010742,23.77400016784668,30.014680862426758,90.57728576660156,40.69529724121094
2015-07-17,29.132627487182617,24.15049934387207,34.894596099853516,94.6849136352539,40.660404205322266
2015-07-20,29.68328285217285,24.405000686645508,34.55643081665039,97.61609649658203,40.92204284667969
2015-07-21,29.386594772338867,24.399999618530273,34.68162536621094,98.09465026855469,41.23603057861328
2015-07-22,28.143712997436523,24.41349983215332,34.669151306152344,96.74870300292969,39.718467712402344
2015-07-23,28.130224227905273,24.108999252319336,33.653167724609375,95.15350341796875,40.215599060058594
2015-07-24,27.981882095336914,26.47100067138672,32.65763473510742,96.65896606445312,40.067325592041016
2015-07-27,27.593059539794922,26.570499420166016,32.83220291137695,93.88731384277344,39.55275344848633
2015-07-28,27.730159759521484,26.30150032043457,32.90153121948242,95.00395202636719,39.54404067993164
2015-07-29,27.642507553100586,26.450000762939453,32.989810943603516,96.6988525390625,40.372589111328125
2015-07-30,27.503158569335938,26.83799934387207,33.14592742919922,94.9241943359375,40.88715362548828
2015-07-31,27.262676239013672,26.8075008392334,32.793800354003906,93.72779846191406,40.73017883300781
2015-08-03,26.619876861572266,26.75149917602539,33.15390396118164,93.85740661621094,40.82611846923828
2015-08-04,25.765806198120117,26.594999313354492,32.982330322265625,93.77764129638672,41.462806701660156
2015-08-05,25.936628341674805,26.850500106811523,33.58134841918945,96.15050506591797,41.497676849365234
2015-08-06,25.99306297302246,26.472999572753906,33.42473602294922,94.83446502685547,40.660404205322266
2015-08-07,26.081117630004883,26.131000518798828,33.137447357177734,94.01692962646484,40.76506423950195
2015-08-10,27.029359817504883,26.200000762939453,33.075103759765625,93.86737823486328,41.2796516418457
2015-08-11,25.622800827026367,26.37299919128418,34.429744720458984,93.33897399902344,40.47724914550781
2015-08-12,26.017894744873047,26.295499801635742,34.488101959228516,93.90725708007812,40.76506423950195
2015-08-13,25.997583389282227,26.482999801635742,34.24071502685547,93.14954376220703,40.756343841552734
2015-08-14,26.18045425415039,26.576000213623047,34.383358001708984,94.13655853271484,40.99181365966797
2015-08-17,26.451385498046875,26.76099967956543,34.61977767944336,93.64804077148438,41.27091598510742
2015-08-18,26.302377700805664,26.750999450683594,34.3514404296875,94.88430786132812,41.499183654785156
2015-08-19,25.965972900390625,26.645999908447266,34.61628341674805,95.02389526367188,40.91975402832031
2015-08-20,25.433162689208984,25.788999557495117,33.89008331298828,90.28814697265625,40.08572769165039
2015-08-21,23.87759017944336,24.723499298095703,32.12196350097656,85.8016586303711,37.81191635131836
2015-08-24,23.28154945373535,23.168500900268555,30.829160690307617,81.84357452392578,36.59162521362305
2015-08-25,23.421524047851562,23.318500518798828,30.54785919189453,82.75083923339844,35.529335021972656
2015-08-26,24.764873504638672,25.03849983215332,32.905521392822266,86.92826843261719,37.495872497558594
2015-08-27,25.49410629272461,25.918500900268555,33.31550598144531,89.46064758300781,38.54059982299805
2015-08-28,25.577646255493164,25.90049934387207,32.90302658081055,90.73680877685547,38.56692886352539
2015-08-31,25.457990646362305,25.644500732421875,32.31099319458008,89.16154479980469,38.20698547363281
2015-09-01,24.320098876953125,24.82699966430664,31.400249481201172,86.96814727783203,36.71452713012695
2015-09-02,25.363161087036133,25.52750015258789,32.16585159301758,89.62016296386719,38.06652069091797
2015-09-03,24.918392181396484,25.236000061035156,31.773822784423828,87.88539123535156,38.189422607421875
2015-09-04,24.670045852661133,24.950000762939453,31.370323181152344,87.99505615234375,37.408084869384766
2015-09-08,25.356393814086914,25.87700080871582,32.114479064941406,89.26124572753906,38.53181838989258
2015-09-09,24.868722915649414,25.844499588012695,32.09103775024414,90.16851806640625,37.81191635131836
2015-09-10,25.415096282958984,26.11199951171875,32.47359085083008,91.70389556884766,38.00506591796875
2015-09-11,25.785356521606445,26.472000122070312,32.6840705871582,91.773681640625,38.1718635559082
2015-09-14,26.033702850341797,26.069000244140625,32.54291915893555,92.03289031982422,37.78559494018555
2015-09-15,26.252704620361328,26.118499755859375,33.171363830566406,92.62113189697266,38.610836029052734
2015-09-16,26.282058715820312,26.36949920654297,33.19380569458008,93.16947174072266,38.89176559448242
2015-09-17,25.719884872436523,26.943500518798828,33.500545501708984,94.05680847167969,38.84786605834961
2015-09-18,25.61376953125,27.01300048828125,32.96437454223633,94.11662292480469,38.1718635559082
2015-09-21,26.011119842529297,27.41950035095215,33.266624450683594,95.26318359375,38.724952697753906
2015-09-22,25.602476119995117,26.920000076293945,32.57932662963867,92.68094635009766,38.54059982299805
2015-09-23,25.810190200805664,26.803499221801758,32.58382034301758,93.68791961669922,38.514251708984375
2015-09-24,25.963716506958008,26.6875,32.66461944580078,94.12660217285156,38.549373626708984
2015-09-25,25.898244857788086,26.212499618530273,31.92844009399414,92.49151611328125,38.57571792602539
2015-09-28,25.385744094848633,25.202999114990234,31.13540267944336,88.94220733642578,38.00506591796875
2015-09-29,24.622631072998047,24.803499221801758,31.053606033325195,86.40982818603516,38.13675308227539
2015-09-30,24.902589797973633,25.594499588012695,31.83966064453125,89.63014221191406,38.85663604736328
2015-10-01,24.740034103393555,26.035999298095703,32.02070999145508,90.6769790649414,39.16391372680664
2015-10-02,24.920650482177734,26.62700080871582,32.76835632324219,91.79361724853516,40.0067253112793
2015-10-05,25.010963439941406,27.18400001525879,33.50104522705078,93.72779846191406,40.937313079833984
2015-10-06,25.130619049072266,26.874000549316406,33.49905014038086,92.52143096923828,41.042659759521484
2015-10-07,25.010963439941406,27.097000122070312,33.41725158691406,92.12262725830078,41.08655548095703
2015-10-08,24.721973419189453,26.658000946044922,33.26762390136719,92.19241333007812,41.657203674316406
2015-10-09,25.313495635986328,26.989999771118164,33.47909927368164,92.96009826660156,41.35871505737305
2015-10-12,25.19609260559082,27.50950050354004,33.73796081542969,93.97705078125,41.26212692260742
2015-10-13,25.238994598388672,27.44499969482422,34.074127197265625,93.83746337890625,41.16557312011719
2015-10-14,24.88227081298828,27.241500854492188,33.93647003173828,93.7876205444336,40.98120880126953
2015-10-15,25.254796981811523,28.121999740600586,34.56541442871094,95.67194366455078,41.27090835571289
2015-10-16,25.06966209411621,28.538000106811523,34.68012619018555,97.24720001220703,41.70986557006836
2015-10-19,25.225446701049805,28.657499313354492,34.91105651855469,98.17440795898438,41.80644989013672
2015-10-20,25.686016082763672,28.04400062561035,33.916019439697266,96.70882415771484,41.938133239746094
2015-10-21,25.683757781982422,27.78849983215332,33.50703048706055,96.81848907470703,41.4377326965332
2015-10-22,26.07660675048828,28.195499420166016,33.972877502441406,99.37080383300781,42.16638946533203
2015-10-23,26.884864807128906,29.951499938964844,35.877662658691406,101.88323974609375,46.415504455566406
2015-10-26,26.026931762695312,30.430500030517578,36.46570587158203,103.45849609375,47.627044677734375
2015-10-27,25.862119674682617,30.550500869750977,36.55049133300781,103.38871002197266,47.135406494140625
2015-10-28,26.927757263183594,30.854999542236328,36.75498962402344,103.88719940185547,47.390010833740234
2015-10-29,27.212236404418945,31.327499389648438,37.150508880615234,104.5651626586914,46.84569549560547
2015-10-30,26.979690551757812,31.295000076293945,36.7784309387207,101.66390991210938,46.21359634399414
2015-11-02,27.35898208618164,31.417499542236328,37.294654846191406,102.9998779296875,46.74034881591797
2015-11-03,27.67280387878418,31.265499114990234,37.34851837158203,102.27207946777344,47.53925323486328
2015-11-04,27.544113159179688,32.04750061035156,37.672218322753906,103.62799072265625,47.758731842041016
2015-11-05,27.41714096069336,32.782501220703125,37.93955612182617,108.43351745605469,47.74118423461914
2015-11-06,27.448881149291992,32.96849822998047,37.98594284057617,106.77850341796875,48.21524429321289
2015-11-09,27.337783813476562,32.77450180053711,37.64528274536133,106.17032623291016,47.54803466796875
2015-11-10,26.476177215576172,32.98400115966797,37.81935119628906,107.58607482910156,46.977378845214844
2015-11-11,26.3265323638916,33.662498474121094,38.167991638183594,108.68276977539062,47.100303649902344
2015-11-12,26.23810386657715,33.279998779296875,37.73306655883789,107.69573974609375,46.81058883666992
2015-11-13,25.471731185913086,32.11750030517578,36.91210174560547,103.63795471191406,46.389183044433594
2015-11-16,25.88892936706543,32.390499114990234,37.428321838378906,103.7276840209961,47.20563888549805
2015-11-17,25.777828216552734,32.165000915527344,37.206871032714844,104.81441497802734,46.8167610168457
2015-11-18,26.59408187866211,33.176998138427734,37.90663528442383,107.44648742675781,47.59452438354492
2015-11-19,26.931921005249023,33.063499450683594,37.90314483642578,105.94102478027344,47.674076080322266
2015-11-20,27.04982566833496,33.42250061035156,38.75403594970703,106.99784088134766,47.895042419433594
2015-11-23,26.698383331298828,33.949501037597656,38.73907470703125,106.62895202636719,47.895042419433594
2015-11-24,26.95459747314453,33.557498931884766,38.38644790649414,105.4225845336914,47.94807434082031
2015-11-25,26.761869430541992,33.766998291015625,38.36799621582031,105.09357452392578,47.453121185302734
2015-11-27,26.711990356445312,33.66299819946289,38.50315856933594,105.13345336914062,47.66523361206055
2015-11-30,26.823091506958008,33.2400016784668,38.04829025268555,103.92708587646484,48.03645706176758
2015-12-01,26.60542106628418,33.952999114990234,39.09270095825195,106.79844665527344,48.80538558959961
2015-12-02,26.365079879760742,33.800498962402344,38.79643630981445,105.75160217285156,48.79655456542969
2015-12-03,26.120201110839844,33.3125,38.31512451171875,104.06666564941406,47.90387725830078
2015-12-04,26.988605499267578,33.63199996948242,38.864261627197266,105.86126708984375,49.41523361206055
2015-12-07,26.818553924560547,33.49150085449219,38.554039001464844,105.29296875,49.32685089111328
2015-12-08,26.807214736938477,33.86650085449219,38.6612663269043,106.17032623291016,49.30918502807617
2015-12-09,26.21543312072754,33.239498138427734,38.033321380615234,104.2860107421875,48.593265533447266
2015-12-10,26.34013557434082,33.11600112915039,37.90813064575195,105.10354614257812,48.849586486816406
2015-12-11,25.662193298339844,32.00749969482422,37.428321838378906,101.8134536743164,47.7801513671875
2015-12-14,25.503477096557617,32.89550018310547,38.03282165527344,104.34583282470703,48.73469161987305
2015-12-15,25.05226707458496,32.93199920654297,37.91062927246094,104.23616027832031,48.78771209716797
2015-12-16,25.244991302490234,33.78850173950195,38.73358917236328,106.46943664550781,49.60968780517578
2015-12-17,24.70989990234375,33.532501220703125,38.39642333984375,105.9011459350586,49.22963333129883
2015-12-18,24.041013717651367,33.207000732421875,37.749027252197266,103.7276840209961,47.842002868652344
2015-12-21,24.335773468017578,33.22549819946289,37.946041107177734,104.45549011230469,48.460693359375
2015-12-22,24.3131046295166,33.157501220703125,38.261756896972656,105.19326782226562,48.9202766418457
2015-12-23,24.626005172729492,33.185001373291016,38.33058547973633,104.31591033935547,49.33568572998047
2015-12-24,24.494487762451172,33.13949966430664,38.197418212890625,104.70474243164062,49.2031135559082
2015-12-28,24.220138549804688,33.7599983215332,39.0153923034668,105.61201477050781,49.45058822631836
2015-12-29,24.655475616455078,34.69850158691406,39.599945068359375,106.93801879882812,49.980892181396484
2015-12-30,24.333505630493164,34.45349884033203,39.417396545410156,105.9011459350586,49.76877975463867
2015-12-31,23.866426467895508,33.794498443603516,38.804412841796875,104.34583282470703,49.03519058227539
2016-01-04,23.886829376220703,31.84950065612793,37.87820816040039,101.91314697265625,48.43417739868164
2016-01-05,23.288249969482422,31.68950080871582,37.982452392578125,102.42162322998047,48.6551399230957
2016-01-06,22.832504272460938,31.63249969482422,37.87272262573242,102.66090393066406,47.77130889892578
2016-01-07,21.868867874145508,30.39699935913086,36.9584846496582,97.62606048583984,46.10968780517578
2016-01-08,21.984498977661133,30.352500915527344,36.455230712890625,97.03783416748047,46.2511100769043
2016-01-11,22.340482711791992,30.886999130249023,36.562965393066406,97.21729278564453,46.22459411621094
2016-01-12,22.664716720581055,30.894500732421875,37.174949645996094,99.07170867919922,46.648834228515625
2016-01-13,22.081995010375977,29.090499877929688,35.88962936401367,95.15350341796875,45.64126968383789
2016-01-14,22.564950942993164,29.649999618530273,36.47917175292969,98.07470703125,46.94050598144531
2016-01-15,22.023046493530273,28.509000778198242,35.43675231933594,94.6849136352539,45.06676483154297
2016-01-19,21.916481018066406,28.724000930786133,35.86519241333008,94.97404479980469,44.68672561645508
2016-01-20,21.945960998535156,28.588499069213867,35.839256286621094,94.0667724609375,44.89000701904297
2016-01-21,21.834857940673828,28.750999450683594,36.24375534057617,93.87734985351562,44.61600875854492
2016-01-22,22.99575424194336,29.819000244140625,37.18093490600586,97.64600372314453,46.215755462646484
2016-01-25,22.546812057495117,29.826499938964844,36.59039306640625,96.71878814697266,45.773826599121094
2016-01-26,22.67152214050293,30.0625,36.598873138427734,97.04779815673828,46.10968780517578
2016-01-27,21.181848526000977,29.167499542236328,35.79037857055664,94.16646575927734,45.27004623413086
2016-01-28,21.333770751953125,31.767499923706055,37.32258224487305,108.782470703125,46.01247024536133
2016-01-29,22.070661544799805,29.350000381469727,37.973472595214844,111.87316131591797,48.690486907958984
2016-02-01,21.864330291748047,28.74049949645996,38.44330978393555,114.74452209472656,48.3546257019043
2016-02-02,21.42219352722168,27.604999542236328,38.949058532714844,114.26596069335938,46.84327697753906
2016-02-03,21.8461971282959,26.553499221801758,37.3764533996582,112.35173034667969,46.100852966308594
2016-02-04,22.021726608276367,26.812999725341797,36.411338806152344,110.15831756591797,45.959449768066406
2016-02-05,21.433570861816406,25.10650062561035,35.10108184814453,103.7575912475586,44.33318328857422
2016-02-08,21.65926170349121,24.405000686645508,35.12103271484375,99.45056915283203,43.67030334472656
2016-02-09,21.65469741821289,24.103500366210938,34.96442413330078,99.24119567871094,43.55540084838867
2016-02-10,21.490564346313477,24.52400016784668,35.25519943237305,100.69681549072266,43.935462951660156
2016-02-11,21.360618591308594,25.19099998474121,35.23076248168945,101.60408782958984,43.91777038574219
2016-02-12,21.42673110961914,25.354000091552734,35.2572021484375,101.70378875732422,44.63368225097656
2016-02-16,22.030845642089844,26.05500030517578,35.79336929321289,101.30498504638672,45.47935485839844
2016-02-17,22.368242263793945,26.704999923706055,36.50809860229492,104.88420104980469,46.66329574584961
2016-02-18,21.94422149658203,26.25,35.78688430786133,103.15939331054688,46.45856475830078
2016-02-19,21.89406394958496,26.7450008392334,36.01631546020508,104.25609588623047,46.129173278808594
2016-02-22,22.085559844970703,27.975000381469727,36.36246109008789,106.83831787109375,46.86804962158203
2016-02-23,21.586313247680664,27.64699935913086,35.775909423828125,105.14342498779297,45.55947494506836
2016-02-24,21.907737731933594,27.70199966430664,35.955963134765625,106.55915832519531,45.71970748901367
2016-02-25,22.058202743530273,27.75749969482422,36.3659553527832,107.74559020996094,46.37844467163086
2016-02-26,22.09239959716797,27.761499404907227,36.153480529785156,107.59603881835938,45.666290283203125
2016-02-29,22.042245864868164,27.625999450683594,35.77241897583008,106.59904479980469,45.292423248291016
2016-03-01,22.91764259338379,28.95199966430664,37.016841888427734,109.4903335571289,46.805721282958984
2016-03-02,22.967798233032227,29.010499954223633,36.88267135620117,109.61994171142578,47.13510513305664
2016-03-03,23.13877296447754,28.874500274658203,36.4891471862793,109.25105285644531,46.60098648071289
2016-03-04,23.482999801635742,28.756999969482422,36.420814514160156,108.06463623046875,46.31611633300781
2016-03-07,23.223119735717773,28.139999389648438,35.55196762084961,105.4126205444336,45.42594528198242
2016-03-08,23.031625747680664,28.01300048828125,35.588375091552734,105.61201477050781,45.977848052978516
